,biomarker_ID,main_Xref,assesed_biomarker_entity,biomarker_status,best_biomarker_type,specimen_type,loinc_code,condition_name,assessed_entity_type,evidence_source,notes,gene
250,A0418,GTC:G36521AS,"Alpha-1,3-fucosylated monogalactosylated triantennary glycan (A3FG1)",increased A3FG1 level,prognostic,blood (UN:0000178),,breast cancer (DOID:1612),glycan,"Following digestion with sialidase and beta-galactosidase, the alpha1,3-fucosylated trisialylated triantennary structure (A3FG3S3, GU 10.75) digested to form the alpha1,3-fucosylated monogalactosylated triantennary structure (A3FG1). We observed a significant difference in the trends of both A3FG1 and CA 15-3 in all 10 patients. Interestingly, we found that A3FG1 increased in all the second samples, clearly consistent with breast cancer progression and/or metastasis. This preliminary result suggests that compared to the commonly measured CA 15-3 and CEA, the glycan marker A3FG1, quantified from whole serum of breast cancer patients, could be more reliable for detecting disease progression and metastasis. [PMID:18818422]",,A3FG1
251,A0419,GTC:G57321FI,Alpha-N-acetylgalactosamine (GalNAc),increased GalNAc level,diagnostic,brain (UN:0000955),,brain cancer (DOID:1319),glycan,"GalNAc and GlcNAc were highly expressed on the surface of undifferentiated cells and showed markedly reduced expression over a 12-day duration of differentiation. Our preliminary results on a single cerebellar GBM suggest that GalNAc and GlcNAc are novel biomarkers for identifying glioma-derived stem cells and can be used to isolate cancer stem cells from unsorted cell populations, thereby creating new cell lines for research or clinical testing. [PMID:22435486]",,GalNAc
252,A0420,GTC:G68544GH,Alpha-N-acetylglucosamine (GlcNAc),increased GlcNAc level,diagnostic,brain (UN:0000955),,brain cancer (DOID:1319),glycan,"GalNAc and GlcNAc were highly expressed on the surface of undifferentiated cells and showed markedly reduced expression over a 12-day duration of differentiation. Our preliminary results on a single cerebellar GBM suggest that GalNAc and GlcNAc are novel biomarkers for identifying glioma-derived stem cells and can be used to isolate cancer stem cells from unsorted cell populations, thereby creating new cell lines for research or clinical testing. [PMID:22435486]",,GlcNAc
253,A0001,UPKB:P05231,Interleukin-6 (IL6),increased IL6 level,monitoring,blood (UN:0000178),26881-3,COVID-19 (DOID:0080600),protein,"Serial measurement of circulating IL-6 levels may be important in identifying disease progression among COVID-19-infected patients. [PMID:32259560] The decrease of IL-6 was closely related to treatment effectiveness, while the increase of IL-6 indicated disease exacerbation. Collectively, the dynamic change of IL-6 level can be used as a marker for disease monitoring in patients with severe COVID-19. [PMID:32428990] Elevated levels of IL-6, D-dimer, CRP, LDH, and ferritin all had an independent increased risk for the clinical outcomes assessed (ICU admission, invasive ventilatory support and death), which were statistically significant. [PMID:32677844] Clinical biomarkers for chronic inflammation, in particular Interleukin-6, predict the severity of COVID-19. [PMID:32438331] C-reactive protein, serum amyloid A, interleukin-6, lactate dehydrogenase, neutrophil-to-lymphocyte ratio, D-dimer, cardiac troponin, and renal biomarkers showed significantly higher levels in patients with severe complications of COVID-19 infection compared to their non-severe counterparts. [PMID:32475810] Interleukin-6 (IL-6) plays an important role in cytokine release syndrome. If it is possible to block the signal transduction pathway of IL-6, it is expected to become a new method for the treatment of severe COVID-19 patients. [PMID:32234467] findings in this study include determining independent associations between biomarkers for inflammation (interleukin-6) and thrombosis (D-dimer) and mortality. [PMID:32442528] lower lymphocyte counts, higher leukocyte counts and neutrophil-lymphocyte ratio (NLR), lower monocytes, eosinophils, and basophils elevated inflammatory cytokines. T cells significantly decreased, helper T (Th) cells and suppressor T cells were below normal levels naive Th cells increased and memory Th cells decreased. lower levels of regulatory T cells. [PMID:32161940] The maximal level of IL-6, followed by CRP level, was highly predictive of the need for mechanical ventilation. This suggests the possibility of using IL-6 or CRP level to guide escalation of treatment in patients with COVID-19-related hyperinflammatory syndrome. [PMID:32425269] Since the proportionate rise of IL-6 is correlated with disease severity, this study can prove ground-breaking. [PMID:32475810] Up-regulated IL-6 levels may serve as a potential marker for predicting progression of COVID19 patients. [PMID:32385523] IL-6 and d-D were closely related to the occurrence of severe COVID-19 in the adult patients, and their combined detection had the highest specificity and sensitivity for early prediction of the severity of COVID-19 patients, which has important clinical value. [PMID:32181911]",Measured in serum (UN:0001977) as well.,IL6
254,A0001,UPKB:P05231,Interleukin-6 (IL6),increased IL6 level,prognostic,blood (UN:0000178),26881-3,COVID-19 (DOID:0080600),protein,"A deep network analysis has suggested clinical biomarkers predicting the higher risk of severe COVID-19 infection: Hypertension, elevated serum Alanine aminotransferase, high Interleukin-6, and low Lymphocytes count. In particular, patients with diabetes, but also those with prediabetic state, deserve special attention. [PMID:32438331] The serum levels of IL-6 and CRP can effectively assess disease severity and predict outcome in patients with COVID-19. [PMID:32344321] In hospitalized patients with respiratory distress, we recommend clinicians closely monitor WBC count, lymphocyte count, platelet count, IL-6 and serum ferritin as markers for potential progression to critical illness. [PMID:32286245]",Measured in serum (UN:0001977) as well.,IL6
255,A0002,PCCID:56841902,Procalcitonin (PCT),increased PCT level,monitoring,blood (UN:0000178),33959-8,COVID-19 (DOID:0080600),protein,"Procalcitonin values are associated with a nearly 5-fold higher risk of severe SARS-COV-2 infection. [PMID:32145275] Compared with the nonsevere group, most of severe cases demonstrated elevated levels of infection-related biomarkers, including procalcitonin (0.1 vs 0.05 ng/mL; P < .001), serum ferritin (800.4 vs 523.7 ng/mL; P < .001), and C-reactive protein (57.9 vs 33.2 mg/L; P < .001). [PMID:32161940] Besides radiographic presentations, variables that were associated significantly with severity of COVID-19 were decreased lymphocytes, elevated body temperature, and high levels of procalcitonin, D-dimer, and creatine kinase MB. [PMID:32220650] The serum levels of CRP, PCT and ferritin are markedly increased in very severe compared with severe COVID-19. [PMID:32615866] This meta-analysis showed that an elevated serum CRP, PCT, D-dimer, and ferritin were associated with a poor outcome in COVID-19. [PMID:32615866]",Measured in serum (UN:0001977) as well.,PCT
256,A0002,PCCID:56841902,Procalcitonin (PCT),increased PCT level,prognostic,blood (UN:0000178),33959-8,COVID-19 (DOID:0080600),protein,"Serial procalcitonin measurement may play a role for predicting evolution towards a more severe form of disease. [PMID:32145275] Increased procalcitonin values were associated with a nearly 5-fold higher risk of severe infection (OR = 4.76; 95% CI: 2.74-8.29, I2 = 34%). [PMID:32282949]",Measured in serum (UN:0001977) as well.,PCT
257,A0006,PRO:PR_000050342,Serum ferritin (SFER),increased SFER level,prognostic,blood (UN:0000178),2276-4,COVID-19 (DOID:0080600),protein,"In hospitalized patients with respiratory distress, we recommend clinicians closely monitor WBC count, lymphocyte count, platelet count, IL-6 and serum ferritin as markers for potential progression to critical illness. [PMID:32286245] Higher serum ferritin levels were associated with higher odds of death at the univariate analysis (OR = 9.10, 95%CI: 2.04-40.58; P = .004). [PMID:32282949]",Measured in serum (UN:0001977).,SFER
258,A0006,PRO:PR_000050342,Serum ferritin (SFER),increased SFER level,monitoring,blood (UN:0000178),2276-4,COVID-19 (DOID:0080600),protein,"Higher serum ferritin levels were associated with higher odds of death at the univariate analysis (OR = 9.10, 95%CI: 2.04-40.58; P = .004). [PMID:32282949] In hospitalized patients with respiratory distress, we recommend clinicians closely monitor WBC count, lymphocyte count, platelet count, IL-6 and serum ferritin as markers for potential progression to critical illness. [PMID:32286245]",Measured in serum (UN:0001977).,SFER
259,A0009,UPKB:P02741,C-reactive protein (CRP),increased CRP level,monitoring,blood (UN:0000178),71426-1,COVID-19 (DOID:0080600),protein,"SAA/L, CRP, SAA, and L count are valuable in predicting the severity and distinguishing critically ill patients from mild ones. [PMID:32277967] Elevated levels of IL-6, D-dimer, CRP, LDH, and ferritin all had an independent increased risk for the clinical outcomes assessed (ICU admission, invasive ventilatory support and death), which were statistically significant. [PMID:32677844] The positive correlations between CRP and series cancer biomarkers we showed in this study demonstrate that these cancer biomarkers can present the diffuse and acute lung injuries in COVID-19. CRP increased in 95% of all cases; the increases were significant for all groups (mild: 13.5 ± 13.1; severe: 35.0 ± 39.2; critical: 66.1 ± 67.3; in mg/L; P = .002). [PMID:32347972] Biomarkers that predict the mortality of individual patients more than 10 days in advance with more than 90% accuracy: lactic dehydrogenase (LDH), lymphocyte and high-sensitivity C-reactive protein (hs-CRP). [DOI:10.1038/s42256-020-0180-7] With following parameters such as age >67.5 years, IL2R >793.5U/mL, CRP >30.7ng/mL, ferroprotein >2252ug/L, WBC>9.5x10^9/L or NC >7.305x10^9/L, the progress of COVID-19 to critical stage should be closely observed and possibly prevented. [PMID:33349241] Surveillance of NLR and lymphocyte subsets is helpful in the early screening of critical illness, diagnosis, and treatment of COVID-19. [PMID:32161940] The maximal level of IL-6, followed by CRP level, was highly predictive of the need for mechanical ventilation. This suggests the possibility of using IL-6 or CRP level to guide escalation of treatment in patients with COVID-19-related hyperinflammatory syndrome. [PMID:32425269] NLR and CRP are potential and reliable predictors of COVID-19 prognosis and can triage patients at the time of admission. [PMID:32566572] At the early stage of COVID-19, CRP levels were positively correlated with lung lesions. CRP levels could reflect disease severity and should be used as a key indicator for disease monitoring. [PMID:32243911] C-reactive protein, serum amyloid A, interleukin-6, lactate dehydrogenase, neutrophil-to-lymphocyte ratio, D-dimer, cardiac troponin, and renal biomarkers showed significantly higher levels in patients with severe complications of COVID-19 infection compared to their non-severe counterparts. [PMID:32475810] We found that old age, and higher serum lactate dehydrogenase, C-reactive protein, the coefficient of variation of red blood cell distribution width, blood urea nitrogen, direct bilirubin, lower albumin, are associated with severe COVID-19. [PMID:32296824] CRP changes before other blood parameters and thus may be an effective evaluation index for patients with COVID-19 infection. [DOI:10.1101/2020.03.10.20033613] CRP in severe COVID-19 patients increased significantly at the initial stage, before CT findings. Importantly, CRP, which was associated with disease development, predicted early severe COVID-19. [PMID:32281668] At the early stage of COVID-19, CRP levels were positively correlated with lung lesions. CRP levels could reflect disease severity and should be used as a key indicator for disease monitoring. [PMID:32243911]",Measured in serum (UN:0001977) and plasma (UN:0001969) as well.,CRP
260,A0009,UPKB:P02741,C-reactive protein (CRP),increased CRP level,prognostic,blood (UN:0000178),71426-1,COVID-19 (DOID:0080600),protein,"The combination of eosinopenia and elevated hs-CRP can effectively triage suspected COVID-19 patients from other patients attending the fever clinic with COVID-19-like initial symptoms. [PMID:32368728] Patients with higher initial SAA are more likely to have poor CT imaging. Our study indicated that SAA/L. CRP, SAA, and l are valuable in predicting the severity and distinguishing critically ill patients from mild ones. [PMID:32277967] CRP is one of the first biomarkers within blood plasma that changes to reflect physiological complications; if accepted CRP will be the most effective biomarker to predict the progression of COVID-19 infection. CRP values are more reliable for earlier identification of case severity. [PMID:32475810] CRP which was associated with disease development, predicted early severe COVID-19. [PMID:32281668] Biomarkers that predict the mortality of individual patients more than 10 days in advance with more than 90% accuracy: lactic dehydrogenase (LDH), lymphocyte and high-sensitivity C-reactive protein (hs-CRP). [DOI:10.1038/s42256-020-0180-7] Concentrations of CRP remained high in patients who died of COVID-19 infection, and CRP could be a biomarker for assessing disease lethality. [PMID:32511972] The serum levels of IL-6 and CRP can effectively assess disease severity and predict outcome in patients with COVID-19. [PMID:32344321] The serum levels of CRP, PCT and ferritin are markedly increased in very severe compared with severe COVID-19. [PMID:32615866] We propose that a few parameters, such Lymphocytes count, L/N ratio, SaO2 and CRP serum level can be used to assess the severity of COVID-19 in emergency room. [PMID:32471703] The plasma CRP level is positively correlated to the severity of COVID-19 on CT performance, and higher level of CRP showed a longer inpatient duration. [PMID:32414383] CRP changes before other blood parameters and thus may be an effective evaluation index for patients with COVID-19 infection. [DOI:10.1101/2020.03.10.20033613] CRP in severe COVID-19 patients increased significantly at the initial stage, before CT findings. Importantly, CRP, which was associated with disease development, predicted early severe COVID-19. [PMID:32281668] The combinations of the hypoalbuminemia, lymphopenia, and high concentrations of CRP and LDH in 2019-nCoV infected patients upon hospital admission may predict more severe acute lung injury. [PMID:32048163] SAA/L, CRP, SAA, and l are valuable in predicting the severity and distinguishing critically ill patients from mild ones. [PMID:32277967] Best baseline predictors of respiratory failure were suPAR with an AUC (95% CI) of 0.88 (0.80-0.95), EWS 0.84 (0.75-0.93), LDH 0.82 (0.71-0.93), and CRP 0.80 (0.70-0.89. [DOI:10.1101/2020.05.27.20114678] At the early stage of COVID-19, CRP levels were positively cor-related with lung lesions. CRP levels could reflect disease severity and should be used as a key indicator for disease monitoring. [PMID:32243911] The serum levels of IL-6 and CRP can effectively assess disease severity and predict outcome in patients with COVID-19. [PMID:32344321]",Measured in serum (UN:0001977) as well.,CRP
261,A0009,UPKB:P02741,C-reactive protein (CRP),increased CRP level,diagnostic,blood (UN:0000178),71426-1,COVID-19 (DOID:0080600),protein,"C-reactive protein, serum amyloid A, interleukin-6, lactate dehydrogenase, neutrophil-to-lymphocyte ratio, D-dimer, cardiac troponin, and renal biomarkers showed significantly higher levels in patients with severe complications of COVID-19 infection compared to their non-severe counterparts. [PMID:32475810]",Measured in serum (UN:0001977) as well.,CRP
262,A0014,CHEBI:17855,Triglycerides (TG),increased TG level,monitoring,blood (UN:0000178),3043-7,COVID-19 (DOID:0080600),metabolite,"Clinicians should consider monitoring for hypertriglyceridemia. [PMID:32314799] We measured an extended panel of circulating biomarkers and used a disease-specific scale (BCRSS) to quickly classify respiratory severity  in patients with COVID-19, we found extremely high levels of CRP, ferritin, D-Dimer and triglycerides indicating that a HIS was present at the time when the respiratory condition was rapidly deteriorating. [PMID:32376398] Development of hypolipidemia begins in patients with mild symptoms. It progressively becomes worse in an association with the disease severity. [PMID:32430154]",,TG
263,A0016,UPKB:P0DJI8,Serum amyloid A protein (SAA1),increased SAA1 level,monitoring,blood (UN:0000178),,COVID-19 (DOID:0080600),protein,"Based on the study results, SAA alone or combined with L(SAA/L) could be used as a significant marker to indicate and track inflammation conditions in COVID-19 infected patients. Monitoring dynamic changes of SAA, combined with CT imaging could be a valuable strategy in the diagnosis and treatment of COVID-19. SAA and L are sensitive indicators in evaluating the severity and prognosis of COVID-19. [PMID:32277967] The abnormal increase in serum amyloid protein (SAA) may be used as an auxiliary index for diagnosis and treatment. CRP changes before other blood parameters and thus may be an effective evaluation index for patients with COVID-19 infection. [DOI:10.1101/2020.03.10.20033613] C-reactive protein, serum amyloid A, interleukin-6, lactate dehydrogenase, neutrophil-to-lymphocyte ratio, D-dimer, cardiac troponin, and renal biomarkers showed significantly higher levels in patients with severe complications of COVID-19 infection compared to their non-severe counterparts. [PMID:32475810] The serum SAA levels were found to be significantly correlated with impending course of the COVID-19, and may serve as a useful biomarker to monitor the complicated clinical course of the disease. [PMID:33735714]",Measured in serum (UN:0001977) as well.,SAA1
264,A0017,UPKB:P02778,IFN-gamma-inducible protein 10 (CXCL10),increased CXCL10 level,monitoring,blood (UN:0000178),,COVID-19 (DOID:0080600),protein,IFN-gamma-induced protein 10 and monocyte chemotactic protein-3 were excellent predictors for the progression of COVID-19. [PMID:32360286],Measured in plasma (UN:0001969) as well.,CXCL10
265,A0017,UPKB:P02778,IFN-gamma-inducible protein 10 (CXCL10),increased CXCL10 level,monitoring,blood (UN:0000178),,COVID-19 (DOID:0080600),protein,"We noted that patients infected with 2019-nCoV also had high amounts of IL1B, IFN gamma, IP10, and MCP1, probably leading to activated T-helper-1 (Th1) cell responses. Moreover, patients requiring ICU admission had higher concentrations of GCSF, IP10, MCP1, MIP1A, and TNF alpha than did those not requiring ICU admission, suggesting that the cytokine storm was associated with disease severity. [PMID:31986264] ",Measured in plasma (UN:0001969) as well.,CXCL10
266,A0017,UPKB:P02778,IFN-gamma-inducible protein 10 (CXCL10),increased CXCL10 level,prognostic,blood (UN:0000178),,COVID-19 (DOID:0080600),protein,IP-10 and MCP-3 were highly associated with disease severity and could be used as excellent predictors of COVID-19 progression. [PMID:32360286],Measured in plasma (UN:0001969) as well.,CXCL10
267,A0018,UPKB:P80098,Monocyte chemotactic protein-3 (CCL7),increased CCL7 level,monitoring,blood (UN:0000178),,COVID-19 (DOID:0080600),protein,"We noted that patients infected with 2019-nCoV also had high amounts of IL1B, IFN gamma, IP10, and MCP1, probably leading to activated T-helper-1 (Th1) cell responses. Moreover, patients requiring ICU admission had higher concentrations of GCSF, IP10, MCP1, MIP1A, and TNF alpha than did those not requiring ICU admission, suggesting that the cytokine storm was associated with disease severity. [PMID:31986264]",Measured in serum (UN:0001977) and plasma (UN:0001969) as well.,CCL7
268,A0018,UPKB:P80098,Monocyte chemotactic protein-3 (CCL7),increased CCL7 level,prognostic,blood (UN:0000178),,COVID-19 (DOID:0080600),protein,IP-10 and MCP-3 were highly associated with disease severity and could be used as excellent predictors of COVID-19 progression. [PMID:32360286],Measured in plasma (UN:0001969) as well.,CCL7
269,A0020,PRO:PR_000050369,D-dimer (D-D),increased D-D level,monitoring,blood (UN:0000178),71427-9,COVID-19 (DOID:0080600),protein,"Elevated levels of IL-6, D-dimer, CRP, LDH, and ferritin all had an independent increased risk for the clinical outcomes assessed (ICU admission, invasive ventilatory support and death), which were statistically significant. [PMID:32677844] C-reactive protein, serum amyloid A, interleukin-6, lactate dehydrogenase, neutrophil-to-lymphocyte ratio, D-dimer, cardiac troponin, and renal biomarkers showed significantly higher levels in patients with severe complications of COVID-19 infection compared to their non-severe counterparts. [PMID:32475810] Findings in this study include determining independent associations between biomarkers for inflammation (interleukin-6) and thrombosis (D-dimer) and mortality. [PMID:32442528] Besides radiographic presentations, variables that were associated significantly with severity of COVID-19 were decreased lymphocytes, elevated body temperature, and high levels of procalcitonin, D-dimer, and creatine kinase MB. [PMID:32220650] Age, comorbidities, lymphocytopenia and elevated alanine aminotransferase, d-dimer, creatine kinase, high-sensitivity cardiac troponin I, prothrombin time, and disease severity were reported to be associated with intensive care unit admission. [PMID:32171076]",,D-D
270,A0020,PRO:PR_000050369,D-dimer (D-D),increased D-D level,prognostic,blood (UN:0000178),71427-9,COVID-19 (DOID:0080600),protein,"Patients with D-dimer levels >/=2.0 µg/mL had a higher incidence of mortality when comparing with those who with D-dimer levels <2.0 µg/mL (12/67 vs 1/267, P < .001; hazard ratio, 51.5; 95% confidence interval, 12.9-206.7). [PMID:32306492] D-dimer is commonly elevated in patients with COVID-19. D-dimer levels correlate with disease severity and is a reliable prognostic marker for in-hospital mortality in patients admitted for COVID-19. [PMID:32665858] The rising trend in D-Dimer and NLR, or the test results higher than the critical values may indicate a risk of death for participants with COVID-19. [PMID:32620118] This, along with the previous study, suggests that D-dimer levels can be used as a prognostic marker and help clinicians monitor those who are likely to deteriorate earlier. [PMID:32475810] D-dimer (10.36 vs. 0.26 ng/L; p<0.001) were higher in patients with SARS-CoV-2 than those in controls. [PMID:32172226] The most important finding was that FAR and PLT count were independent risk factors to predict the development of severe illness in COVID-19. Patients with FAR<0.0883 and PLT count>135*10^9/L were unlikely to develop into severe disease. [PMID:32367765] Non-survivors revealed significantly higher D-dimer and fibrin degradation product (FDP) levels, longer prothrombin time and activated partial thromboplastin time. [PMID:32073213] IL-6 and D-dimer were closely related to the occurrence of severe COVID-19 in the adult patients, and their combined detection had the highest specificity and sensitivity for early prediction of the severity of COVID-19 patients, which has important clinical value. [PMID:32181911]",,D-D
271,A0021,PRO:PR_000050367,Lactate dehydrogenase (LDH),increased LDH level,monitoring,blood (UN:0000178),14804-9,COVID-19 (DOID:0080600),protein,"Elevated levels of IL-6, D-dimer, CRP, LDH, and ferritin all had an independent increased risk for the clinical outcomes assessed (ICU admission, invasive ventilatory support and death), which were statistically significant. [PMID:32677844] Serum urea, CREA, CysC, DBIL, CHE and LDH could be used to distinguish severe COVID-19 cases from mild COVID-19 cases. [DOI:10.1101/2020.03.19.20034447] Biomarkers that predict the mortality of individual patients more than 10 days in advance with more than 90% accuracy: lactic dehydrogenase (LDH), lymphocyte and high-sensitivity C-reactive protein (hs-CRP). [DOI:10.1038/s42256-020-0180-7] Since high levels of LDH continued in the ICU patients number of days post-admission, LDH may be a predictive biomarker of severe disease. There is increasing confidence in using LDH as a biomarker to measure severity of COVID-19 infection. [PMID:32475810] We found that old age, and higher serum lactate dehydrogenase, C-reactive protein, the coefficient of variation of red blood cell distribution width, blood urea nitrogen, direct bilirubin, lower albumin, are associated with severe COVID-19. [PMID:32296824]",Measured in serum (UN:0001977) as well.,LDH
272,A0021,PRO:PR_000050367,Lactate dehydrogenase (LDH),increased LDH level,diagnostic,blood (UN:0000178),14804-9,COVID-19 (DOID:0080600),protein,"LDH and alpha-HBDH may be considerable markers for evaluation of NCOVID-19. [PMID:32161968] C-reactive protein, serum amyloid A, interleukin-6, lactate dehydrogenase, neutrophil-to-lymphocyte ratio, D-dimer, cardiac troponin, and renal biomarkers showed significantly higher levels in patients with severe complications of COVID-19 infection compared to their non-severe counterparts. [PMID:32475810]",,LDH
273,A0021,PRO:PR_000050367,Lactate dehydrogenase (LDH),increased LDH level,prognostic,blood (UN:0000178),14804-9,COVID-19 (DOID:0080600),protein,"As would be anticipated, elevation is LDH is common in COVID-19 patients in the ICU setting and indicates a poor outcome. [PMID:32311826] Biomarkers that predict the mortality of individual patients more than 10 days in advance with more than 90% accuracy: lactic dehydrogenase (LDH), lymphocyte and high-sensitivity C-reactive protein (hs-CRP). [DOI:10.1038/s42256-020-0180-7] The combinations of the hypoalbuminemia, lymphopenia, and high concentrations of CRP and LDH in 2019-nCoV infected patients upon hospital admission may predict more severe acute lung injury. [PMID:32048163] Elevated LDH levels were associated with a ~6-fold increase in odds of developing severe disease and a ~16-fold increase in odds of mortality in patients with COVID-19. [PMID:32738466] The level of lactate dehydrogenase (LDH) in the blood, was highly indicative of COVID-19 mortality. [DOI:10.1126/scitranslmed.abb7102]",,LDH
274,A0026,UPKB:Q03405,Soluble urokinase plasminogen activator receptor (PLAUR),increased PLAUR level,monitoring,blood (UN:0000178),17204-9,COVID-19 (DOID:0080600),protein,A low suPAR level (<4.75 ng/ml) at baseline is a useful biomarker for aiding clinical decisions including discharge of patients presenting with symptoms of COVID-19. [DOI:10.1101/2020.05.27.20114678] Findings suggest that suPAR may early trace patients who need intensified management probably in need of anti-inflammatory treatment. [PMID:32354367],Measured in serum (UN:0001977) and plasma (UN:0001969) as well.,PLAUR
275,A0026,UPKB:Q03405,Soluble urokinase plasminogen activator receptor (PLAUR),increased PLAUR level,prognostic,blood (UN:0000178),17204-9,COVID-19 (DOID:0080600),protein,"In conclusion, suPAR seems extremely promising as a COVID-19 prognostic marker and may assist in the early selection of patients who can stay at home or must be admitted to the hospital and/or intensive care unit. In this difficult outbreak, humanity must use all the available weapons, and suPAR may prove a powerful triage biomarker. [PMID:32613288] A low suPAR level (<4.75 ng/ml) at baseline is a useful biomarker for aiding clinical decisions including discharge of patients presenting with symptoms of COVID-19. [DOI:10.1101/2020.05.27.20114678] Admission levels of suPAR were significantly higher among patients who eventually developed severe respiratory failure (SRF). [PMID:32354367]",Measured in serum (UN:0001977) and plasma (UN:0001969) as well.,PLAUR
276,A0027,PRO:PR_000050392,Presepsin (P‐SEP),increased P-SEP level,prognostic,blood (UN:0000178),,COVID-19 (DOID:0080600),protein,"These findings suggest that P-SEP may correlate with lung damage caused by COVID-19 pneumonia and may be useful as a prognostic biomarker for severe COVID-19. Because P-SEP can predict aggravation of ARDS based on laboratory tests on admission, this enables clinicians to identify high-risk COVID-19 patients and determine treatment at an early stage. [PMID:32530491]",Measured in serum (UN:0001977) as well.,P‐SEP
277,A0028,UPKB:P01375,Tumor necrosis factor alpha (TNF),increased TNF level,prognostic,blood (UN:0000178),3074-2,COVID-19 (DOID:0080600),protein,"The prevalence of severe and complicated cases of COVID-19 is lower in patients in treatment with anti-TNF-alpha than that reported for patients taking steroids. [PMID:32382744] COVID-19 is associated with high levels of IL-6, TNF-a, IL-1b, and CXCL8/IL-8. Furthermore, elevated TNF-a, known to contribute to organ damage, was also a strong predictor of poor outcome. [PMID:32511562]",Measured in serum (UN:0001977) as well.,TNF
278,A0028,UPKB:P01375,Tumor necrosis factor alpha (TNF),increased TNF level,monitoring,blood (UN:0000178),3074-2,COVID-19 (DOID:0080600),protein,"Comparison between ICU and non-ICU patients showed that plasma concentrations of IL2, IL7, IL10, GCSF, IP10, MCP1, MIP1A, and TNF alpha were higher in ICU patients than non-ICU patients. [PMID:31986264] IL-2, IL-7, IL-10, G-CSF, IP10, MCP1, MIP1A, TNF alpha were higher in severe patients. [PMID:32222466]",Measured in plasma (UN:0001969) as well.,TNF
279,A0029,,Cardiac troponin (TNN),increased TNN level,prognostic,blood (UN:0000178),89575-5,COVID-19 (DOID:0080600),protein,"Cardiac biomarkers add prognostic value to the determination of the severity of COVID-19 and can predict mortality. [PMID:32702736] C-reactive protein, serum amyloid A, interleukin-6, lactate dehydrogenase, neutrophil-to-lymphocyte ratio, D-dimer, cardiac troponin, and renal biomarkers showed significantly higher levels in patients with severe complications of COVID-19 infection compared to their non-severe counterparts. [PMID:32475810] These results are of prognostic importance, since patients with elevated troponins have higher risk of in-hospital mortality, are more prone to deterioration during hospital stay and so deserve more focused clinical attention. [PMID:32416124]",,TNN
280,A0030,UPKB:O15393,Transmembrane protease serine 2 (TMPRSS2),increased TMPRSS2 level,prognostic,blood (UN:0000178),,COVID-19 (DOID:0080600),protein,The role of transmembrane protease serine 2 (TMPRSS2) as a contributing factor to the more severe outcomes noted for COVID-19. Validated TMPRSS2 SNPs that are confirmed to be predictive biomarkers can be incorporated in the CDCs current list of clinical biomarkers for disease severity as discussed above. [PMID:32437018],,TMPRSS2
281,A0031,UPKB:Q9BYF1,Angiotensin-converting enzyme 2 (ACE2),increased ACE2 level,monitoring,blood (UN:0000178),,COVID-19 (DOID:0080600),protein,"sACE2 levels showed reliable associations with all individuals components of Metabolic Syndrome. This profile of associations was statistically significantly stronger in men, compared to women, and suggests that preexisting cardiometabolic conditions might confer increased severity of symptoms in some COVID-19 patients through increased expression of ACE2 in the liver. [PMID:32698840]",Measured in plasma (UN:0001969) as well.,ACE2
282,A0031,UPKB:Q9BYF1,Angiotensin-converting enzyme 2 (ACE2),decreased ACE2 level,prognostic,blood (UN:0000178),,COVID-19 (DOID:0080600),protein,"Expression of ACE2 decreased in vivo and in vitro after SARS-CoV infection. Tumor tissues may be more susceptible to SARS-CoV-2 infection in COVID-19 patients with UCEC (Uterine Corpus Endometrial Carcinoma) and KIRP (Kidney Renal Papillary Cell Carcinoma), which may worsen the prognosis. [PMID:32339157]",,ACE2
283,A0032,UPKB:Q14508,WAP four-disulfide core domain protein 2 (WFDC2),increased WFDC2 level,monitoring,blood (UN:0000178),55180-4,COVID-19 (DOID:0080600),protein,"Increases in levels of Human epididymis protein 4 (HE4), Cytokeratin-19 fragment (CYFRA21-1) Carcinoembryonic antigen (CEA), Carbohydrate antigen 125 (CA125), Carbohydrate antigen 153 (CA153), Squamous cell carcinoma antigen (SCC), Carbohydrate antigen 199 (CA199). There were positive associations between levels of C-reactive protein and levels of HE4 (R= 0.631, p<0.001), CYFRA21-1 (R= 0.431, p<0.001), CEA (R= 0.316, p<0.001), SCC (R= 0.351, p<0.001), CA153 (R= 0.359, p<0.001) and CA125 (R= 0.223, p=0.031). We concluded that elevations of serum cancer biomarkers positively correlated with the pathological progressions of COVID-19, demonstrating diffuse and acute lung injuries. [PMID:32347972] SARS-COV-2 infection caused an LDL decrease to occur in the majority of the mild cases; this could be used, in combination with viral RNA detection, as a potential biomarker to facilitate early diagnosis. Serum cancer biomarkers, including CYFRA21-1 and HE4, can be used to monitor the pathological progression of the disease. [DOI:10.2139/ssrn.3552854]",Measured in serum (UN:0001977) as well.,WFDC2
284,A0032,UPKB:Q14508,WAP four-disulfide core domain protein 2 (WFDC2),increased WFDC2 level,prognostic,blood (UN:0000178),55180-4,COVID-19 (DOID:0080600),protein,"Significant increases in levels of human epididymis protein 4 (HE4), cytokeratin-19 fragment (CYFRA21-1), carcinoembryonic antigen (CEA), carbohydrate antigens (CA) 125 , and 153. Squamous cell carcinoma antigen (SCC) and CA199 increased significantly. [PMID:32347972] Presence of elevated HE4 levels shown as predictor of COVID-19 severity. [PMID:32347972]",Measured in serum (UN:0001977) as well.,WFDC2
